files/experiment_read_counts.json
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 7.333333333333333e-07}, "H3K27me3": {"num_reads": 6.666666666666667e-07}, "H3K4me1": {"num_reads": 2.3333333333333333e-07}, "H3K9me3": {"num_reads": 1.9666666666666668e-06}, "H3K36me3": {"num_reads": 9e-07}}, "E117": {"H3K4me3": {"num_reads": 7.666666666666667e-07}, "H3K27me3": {"num_reads": 5e-07}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 1.933333333333333e-06}, "H3K36me3": {"num_reads": 2.3333333333333333e-07}}, "E116": {"H3K4me3": {"num_reads": 7e-07}, "H3K27me3": {"num_reads": 5e-07}, "H3K4me1": {"num_reads": 3.3333333333333335e-07}, "H3K9me3": {"num_reads": 4.866666666666667e-06}, "H3K36me3": {"num_reads": 5.056780984701444e-07}}, "location": 9912442, "E113": {"H3K4me3": {"num_reads": 2.9544012394776783e-06}, "H3K27me3": {"num_reads": 1.4232212257661006e-06}, "H3K4me1": {"num_reads": 2.322166720003477e-06}, "H3K9me3": {"num_reads": 7.909806921613043e-06}, "H3K36me3": {"num_reads": 3.5832137186920435e-06}}, "E112": {"H3K4me3": {"num_reads": 3.377268088816747e-07}, "H3K27me3": {"num_reads": 7.055133978293877e-07}, "H3K4me1": {"num_reads": 3.1959104618384644e-07}, "H3K9me3": {"num_reads": 5.9522726177488295e-06}, "H3K36me3": {"num_reads": 1.6798955899075539e-06}}, "read_dir": -1, "gene": "ENSG00000188681.7", "E119": {"H3K4me3": {"num_reads": 9.019579929600676e-07}, "H3K27me3": {"num_reads": 8.298582487207735e-07}, "H3K4me1": {"num_reads": 4.6666666666666666e-07}, "H3K9me3": {"num_reads": 7.672502518224934e-06}, "H3K36me3": {"num_reads": 1.0263770252309402e-06}}, "E118": {"H3K4me3": {"num_reads": 3.0582921493518196e-07}, "H3K27me3": {"num_reads": 7.893746330480476e-07}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 1.7666666666666668e-06}, "H3K36me3": {"num_reads": 9.202979418571866e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 3.3333333333333334e-08}, "H3K27me3": {"num_reads": 1e-07}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 4.6666666666666666e-07}, "H3K36me3": {"num_reads": 6.666666666666667e-08}}, "E117": {"H3K4me3": {"num_reads": 1.3333333333333334e-07}, "H3K27me3": {"num_reads": 3e-07}, "H3K4me1": {"num_reads": 1.6666666666666668e-07}, "H3K9me3": {"num_reads": 3.3333333333333335e-07}, "H3K36me3": {"num_reads": 1.3333333333333334e-07}}, "E116": {"H3K4me3": {"num_reads": 1e-07}, "H3K27me3": {"num_reads": 6.666666666666667e-08}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 4.6666666666666666e-07}, "H3K36me3": {"num_reads": 1.3791220867367575e-07}}, "location": 15220526, "E113": {"H3K4me3": {"num_reads": 5.317922231059821e-07}, "H3K27me3": {"num_reads": 6.469187389845912e-08}, "H3K4me1": {"num_reads": 3.0670126490611963e-07}, "H3K9me3": {"num_reads": 6.299846220753752e-07}, "H3K36me3": {"num_reads": 2.9860114322433694e-07}}, "E112": {"H3K4me3": {"num_reads": 7.505040197370549e-08}, "H3K27me3": {"num_reads": 1.4852913638513427e-07}, "H3K4me1": {"num_reads": 1.2783641847353858e-07}, "H3K9me3": {"num_reads": 9.157342488844354e-07}, "H3K36me3": {"num_reads": 2.6725611657620175e-07}}, "read_dir": -1, "gene": "ENSG00000228314.1", "E119": {"H3K4me3": {"num_reads": 3.758158304000281e-08}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 8.076318440236772e-07}, "H3K36me3": {"num_reads": 1.0803968686641476e-07}}, "E118": {"H3K4me3": {"num_reads": 1.2233168597407278e-07}, "H3K27me3": {"num_reads": 1.02961908658441e-07}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 1.2e-06}, "H3K36me3": {"num_reads": 0.0}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 3.3333333333333334e-08}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 3.3333333333333334e-08}, "H3K36me3": {"num_reads": 0.0}}, "E117": {"H3K4me3": {"num_reads": 6.666666666666667e-08}, "H3K27me3": {"num_reads": 6.666666666666667e-08}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 6.666666666666667e-08}, "H3K36me3": {"num_reads": 0.0}}, "E116": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 3.3333333333333334e-08}, "H3K36me3": {"num_reads": 0.0}}, "location": 15220685, "E113": {"H3K4me3": {"num_reads": 1.1817604957910714e-07}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 2.0999487402512505e-07}, "H3K36me3": {"num_reads": 4.9766857204056155e-08}}, "E112": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 7.426456819256714e-08}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 1.5262237481407257e-07}, "H3K36me3": {"num_reads": 0.0}}, "read_dir": -1, "gene": "ENSG00000228314.1", "E119": {"H3K4me3": {"num_reads": 3.758158304000281e-08}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 1.1537597771766817e-07}, "H3K36me3": {"num_reads": 0.0}}, "E118": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 3.432063621948033e-08}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 6.666666666666667e-08}, "H3K36me3": {"num_reads": 0.0}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 2e-07}, "H3K27me3": {"num_reads": 1e-07}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 1.6666666666666668e-07}, "H3K36me3": {"num_reads": 2.6666666666666667e-07}}, "E117": {"H3K4me3": {"num_reads": 1.6666666666666668e-07}, "H3K27me3": {"num_reads": 6.666666666666667e-08}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 3e-07}, "H3K36me3": {"num_reads": 3.3333333333333334e-08}}, "E116": {"H3K4me3": {"num_reads": 3.3333333333333334e-08}, "H3K27me3": {"num_reads": 3.3333333333333334e-08}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 5.333333333333333e-07}, "H3K36me3": {"num_reads": 9.194147244911718e-08}}, "location": 15307976, "E113": {"H3K4me3": {"num_reads": 7.090562974746428e-07}, "H3K27me3": {"num_reads": 1.2938374779691824e-07}, "H3K4me1": {"num_reads": 3.0670126490611963e-07}, "H3K9me3": {"num_reads": 2.3099436142763756e-06}, "H3K36me3": {"num_reads": 4.4790171483650544e-07}}, "E112": {"H3K4me3": {"num_reads": 1.8762600493426374e-07}, "H3K27me3": {"num_reads": 2.59925988673985e-07}, "H3K4me1": {"num_reads": 2.5567283694707715e-07}, "H3K9me3": {"num_reads": 1.335445779623135e-06}, "H3K36me3": {"num_reads": 1.8707928160334122e-06}}, "read_dir": -1, "gene": "ENSG00000215559.4", "E119": {"H3K4me3": {"num_reads": 3.758158304000281e-08}, "H3K27me3": {"num_reads": 1.915057497047939e-07}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 7.499438551648432e-07}, "H3K36me3": {"num_reads": 0.0}}, "E118": {"H3K4me3": {"num_reads": 6.116584298703639e-08}, "H3K27me3": {"num_reads": 3.432063621948033e-08}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 6.333333333333333e-07}, "H3K36me3": {"num_reads": 1.1503724273214832e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 3.3333333333333334e-08}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 1.6666666666666668e-07}, "H3K9me3": {"num_reads": 1.3333333333333334e-07}, "H3K36me3": {"num_reads": 0.0}}, "E117": {"H3K4me3": {"num_reads": 6.666666666666667e-08}, "H3K27me3": {"num_reads": 3.3333333333333334e-08}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 2e-07}, "H3K36me3": {"num_reads": 3.3333333333333334e-08}}, "E116": {"H3K4me3": {"num_reads": 1.3333333333333334e-07}, "H3K27me3": {"num_reads": 1.6666666666666668e-07}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 1.3333333333333334e-07}, "H3K36me3": {"num_reads": 9.194147244911718e-08}}, "location": 15335106, "E113": {"H3K4me3": {"num_reads": 5.908802478955357e-08}, "H3K27me3": {"num_reads": 6.469187389845912e-08}, "H3K4me1": {"num_reads": 1.3144339924547985e-07}, "H3K9me3": {"num_reads": 1.399965826834167e-07}, "H3K36me3": {"num_reads": 2.488342860202808e-07}}, "E112": {"H3K4me3": {"num_reads": 1.1257560296055823e-07}, "H3K27me3": {"num_reads": 1.113968522888507e-07}, "H3K4me1": {"num_reads": 6.391820923676929e-08}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 3.817944522517168e-08}}, "read_dir": -1, "gene": "ENSG00000215559.4", "E119": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 1.2767049980319594e-07}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 5.7687988858834085e-08}, "H3K36me3": {"num_reads": 5.401984343320738e-08}}, "E118": {"H3K4me3": {"num_reads": 6.116584298703639e-08}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 1.3333333333333334e-07}, "H3K36me3": {"num_reads": 5.751862136607416e-08}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 6e-07}, "H3K27me3": {"num_reads": 1e-07}, "H3K4me1": {"num_reads": 5e-07}, "H3K9me3": {"num_reads": 1.3333333333333334e-07}, "H3K36me3": {"num_reads": 1.3333333333333334e-07}}, "E117": {"H3K4me3": {"num_reads": 4.3333333333333335e-07}, "H3K27me3": {"num_reads": 6.666666666666667e-08}, "H3K4me1": {"num_reads": 1.2e-06}, "H3K9me3": {"num_reads": 1.3333333333333334e-07}, "H3K36me3": {"num_reads": 1.6666666666666668e-07}}, "E116": {"H3K4me3": {"num_reads": 3.3333333333333334e-08}, "H3K27me3": {"num_reads": 1.6666666666666668e-07}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 1.6666666666666668e-07}, "H3K36me3": {"num_reads": 4.597073622455859e-08}}, "location": 15342324, "E113": {"H3K4me3": {"num_reads": 2.3635209915821428e-07}, "H3K27me3": {"num_reads": 1.2938374779691824e-07}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 6.999829134170835e-08}, "H3K36me3": {"num_reads": 0.0}}, "E112": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 1.113968522888507e-07}, "H3K4me1": {"num_reads": 1.2783641847353858e-07}, "H3K9me3": {"num_reads": 1.1446678111055442e-07}, "H3K36me3": {"num_reads": 7.635889045034336e-08}}, "read_dir": -1, "gene": "ENSG00000215559.4", "E119": {"H3K4me3": {"num_reads": 1.5032633216001125e-07}, "H3K27me3": {"num_reads": 6.383524990159797e-08}, "H3K4me1": {"num_reads": 7.666666666666667e-07}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 2.700992171660369e-07}}, "E118": {"H3K4me3": {"num_reads": 6.116584298703639e-08}, "H3K27me3": {"num_reads": 3.432063621948033e-08}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 2.6666666666666667e-07}, "H3K36me3": {"num_reads": 5.751862136607416e-08}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 3.3333333333333334e-08}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 3.3333333333333334e-08}, "H3K36me3": {"num_reads": 6.666666666666667e-08}}, "E117": {"H3K4me3": {"num_reads": 1e-07}, "H3K27me3": {"num_reads": 3.3333333333333334e-08}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 6.666666666666667e-08}, "H3K36me3": {"num_reads": 1.3333333333333334e-07}}, "E116": {"H3K4me3": {"num_reads": 6.666666666666667e-08}, "H3K27me3": {"num_reads": 1e-07}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 6.666666666666667e-08}, "H3K36me3": {"num_reads": 4.597073622455859e-08}}, "location": 15344450, "E113": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 6.469187389845912e-08}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 4.9766857204056155e-08}}, "E112": {"H3K4me3": {"num_reads": 3.7525200986852746e-08}, "H3K27me3": {"num_reads": 3.713228409628357e-08}, "H3K4me1": {"num_reads": 1.2783641847353858e-07}, "H3K9me3": {"num_reads": 7.631118740703629e-08}, "H3K36me3": {"num_reads": 0.0}}, "read_dir": -1, "gene": "ENSG00000215559.4", "E119": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 1.0803968686641476e-07}}, "E118": {"H3K4me3": {"num_reads": 0.0}, "H3K27me3": {"num_reads": 3.432063621948033e-08}, "H3K4me1": {"num_reads": 0.0}, "H3K9me3": {"num_reads": 3.3333333333333334e-08}, "H3K36me3": {"num_reads": 1.1503724273214832e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 2.4e-06}, "H3K27me3": {"num_reads": 2.3333333333333333e-07}, "H3K4me1": {"num_reads": 4e-07}, "H3K9me3": {"num_reads": 3.3333333333333334e-08}, "H3K36me3": {"num_reads": 1.6666666666666668e-07}}, "E117": {"H3K4me3": {"num_reads": 1.933333333333333e-06}, "H3K27me3": {"num_reads": 3.3333333333333334e-08}, "H3K4me1": {"num_reads": 2.6666666666666667e-07}, "H3K9me3": {"num_reads": 1.3333333333333334e-07}, "H3K36me3": {"num_reads": 3.3333333333333334e-08}}, "E116": {"H3K4me3": {"num_reads": 1.0666666666666667e-06}, "H3K27me3": {"num_reads": 6.666666666666667e-08}, "H3K4me1": {"num_reads": 4e-07}, "H3K9me3": {"num_reads": 2.6666666666666667e-07}, "H3K36me3": {"num_reads": 0.0}}, "location": 15352758, "E113": {"H3K4me3": {"num_reads": 2.3635209915821428e-07}, "H3K27me3": {"num_reads": 1.9407562169537736e-07}, "H3K4me1": {"num_reads": 4.819591305667594e-07}, "H3K9me3": {"num_reads": 1.0499743701256253e-06}, "H3K36me3": {"num_reads": 1.9906742881622462e-07}}, "E112": {"H3K4me3": {"num_reads": 6.754536177633494e-06}, "H3K27me3": {"num_reads": 1.113968522888507e-07}, "H3K4me1": {"num_reads": 5.752638831309235e-07}, "H3K9me3": {"num_reads": 7.631118740703628e-07}, "H3K36me3": {"num_reads": 2.2907667135103007e-07}}, "read_dir": -1, "gene": "ENSG00000215559.4", "E119": {"H3K4me3": {"num_reads": 2.5555476467201912e-06}, "H3K27me3": {"num_reads": 1.2767049980319594e-07}, "H3K4me1": {"num_reads": 5.333333333333333e-07}, "H3K9me3": {"num_reads": 1.1537597771766817e-07}, "H3K36me3": {"num_reads": 5.401984343320738e-08}}, "E118": {"H3K4me3": {"num_reads": 1.712643603637019e-06}, "H3K27me3": {"num_reads": 1.3728254487792131e-07}, "H3K4me1": {"num_reads": 2.6666666666666667e-07}, "H3K9me3": {"num_reads": 1.3333333333333334e-07}, "H3K36me3": {"num_reads": 5.751862136607416e-08}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 3.466666666666667e-06}, "H3K27me3": {"num_reads": 3.3333333333333334e-08}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 1e-07}}, "E117": {"H3K4me3": {"num_reads": 5.033333333333333e-06}, "H3K27me3": {"num_reads": 1e-07}, "H3K4me1": {"num_reads": 2.3333333333333333e-07}, "H3K9me3": {"num_reads": 2e-07}, "H3K36me3": {"num_reads": 6.666666666666667e-08}}, "E116": {"H3K4me3": {"num_reads": 2.6333333333333332e-06}, "H3K27me3": {"num_reads": 6.666666666666667e-08}, "H3K4me1": {"num_reads": 3.3333333333333335e-07}, "H3K9me3": {"num_reads": 6.666666666666667e-08}, "H3K36me3": {"num_reads": 9.194147244911718e-08}}, "location": 15399742, "E113": {"H3K4me3": {"num_reads": 5.317922231059821e-07}, "H3K27me3": {"num_reads": 1.2938374779691824e-07}, "H3K4me1": {"num_reads": 3.943301977364395e-07}, "H3K9me3": {"num_reads": 2.0999487402512505e-07}, "H3K36me3": {"num_reads": 5.474354292446177e-07}}, "E112": {"H3K4me3": {"num_reads": 4.052721706580096e-06}, "H3K27me3": {"num_reads": 1.113968522888507e-07}, "H3K4me1": {"num_reads": 5.752638831309235e-07}, "H3K9me3": {"num_reads": 3.4340034333166326e-07}, "H3K36me3": {"num_reads": 4.1997389747688847e-07}}, "read_dir": 1, "gene": "ENSG00000224905.2", "E119": {"H3K4me3": {"num_reads": 5.599655872960419e-06}, "H3K27me3": {"num_reads": 0.0}, "H3K4me1": {"num_reads": 3e-07}, "H3K9me3": {"num_reads": 5.7687988858834085e-08}, "H3K36me3": {"num_reads": 2.1607937373282952e-07}}, "E118": {"H3K4me3": {"num_reads": 7.523398687405476e-06}, "H3K27me3": {"num_reads": 4.11847634633764e-07}, "H3K4me1": {"num_reads": 3e-07}, "H3K9me3": {"num_reads": 6.666666666666667e-08}, "H3K36me3": {"num_reads": 5.751862136607416e-08}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 2e-07}, "H3K27me3": {"num_reads": 6e-07}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 2e-07}, "H3K36me3": {"num_reads": 1.3333333333333334e-07}}, "E117": {"H3K4me3": {"num_reads": 1.3333333333333334e-07}, "H3K27me3": {"num_reads": 6e-07}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 1e-07}, "H3K36me3": {"num_reads": 4.3333333333333335e-07}}, "E116": {"H3K4me3": {"num_reads": 2.6666666666666667e-07}, "H3K27me3": {"num_reads": 3.3333333333333335e-07}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 2.3333333333333333e-07}, "H3K36me3": {"num_reads": 1.8388294489823436e-07}}, "location": 15561424, "E113": {"H3K4me3": {"num_reads": 1.1817604957910714e-07}, "H3K27me3": {"num_reads": 5.17534991187673e-07}, "H3K4me1": {"num_reads": 1.3144339924547985e-07}, "H3K9me3": {"num_reads": 0.0}, "H3K36me3": {"num_reads": 4.9766857204056155e-08}}, "E112": {"H3K4me3": {"num_reads": 1.1257560296055823e-07}, "H3K27me3": {"num_reads": 3.713228409628357e-07}, "H3K4me1": {"num_reads": 1.2783641847353858e-07}, "H3K9me3": {"num_reads": 7.631118740703629e-08}, "H3K36me3": {"num_reads": 7.635889045034336e-08}}, "read_dir": -1, "gene": "ENSG00000188992.6", "E119": {"H3K4me3": {"num_reads": 3.3823424736002535e-07}, "H3K27me3": {"num_reads": 1.2767049980319594e-07}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 1.7306396657650227e-07}, "H3K36me3": {"num_reads": 1.0803968686641476e-07}}, "E118": {"H3K4me3": {"num_reads": 6.116584298703639e-08}, "H3K27me3": {"num_reads": 6.864127243896066e-08}, "H3K4me1": {"num_reads": 3.3333333333333334e-08}, "H3K9me3": {"num_reads": 6.666666666666667e-08}, "H3K36me3": {"num_reads": 1.7255586409822248e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 1.3333333333333334e-07}, "H3K27me3": {"num_reads": 8e-07}, "H3K4me1": {"num_reads": 2e-07}, "H3K9me3": {"num_reads": 1.6666666666666668e-07}, "H3K36me3": {"num_reads": 1.6666666666666668e-07}}, "E117": {"H3K4me3": {"num_reads": 1.3333333333333334e-07}, "H3K27me3": {"num_reads": 7e-07}, "H3K4me1": {"num_reads": 3.3333333333333335e-07}, "H3K9me3": {"num_reads": 5e-07}, "H3K36me3": {"num_reads": 3.3333333333333335e-07}}, "E116": {"H3K4me3": {"num_reads": 3.6666666666666667e-07}, "H3K27me3": {"num_reads": 4.3333333333333335e-07}, "H3K4me1": {"num_reads": 2.3333333333333333e-07}, "H3K9me3": {"num_reads": 6.666666666666667e-08}, "H3K36me3": {"num_reads": 2.758244173473515e-07}}, "location": 15579254, "E113": {"H3K4me3": {"num_reads": 2.3635209915821428e-07}, "H3K27me3": {"num_reads": 3.234593694922956e-07}, "H3K4me1": {"num_reads": 8.762893283031989e-08}, "H3K9me3": {"num_reads": 2.0999487402512505e-07}, "H3K36me3": {"num_reads": 4.9766857204056155e-08}}, "E112": {"H3K4me3": {"num_reads": 3.7525200986852746e-08}, "H3K27me3": {"num_reads": 4.0845512505911924e-07}, "H3K4me1": {"num_reads": 6.391820923676929e-08}, "H3K9me3": {"num_reads": 1.907779685175907e-07}, "H3K36me3": {"num_reads": 0.0}}, "read_dir": -1, "gene": "ENSG00000188992.6", "E119": {"H3K4me3": {"num_reads": 1.8790791520001407e-07}, "H3K27me3": {"num_reads": 5.745172491143817e-07}, "H3K4me1": {"num_reads": 1.3333333333333334e-07}, "H3K9me3": {"num_reads": 5.7687988858834085e-08}, "H3K36me3": {"num_reads": 0.0}}, "E118": {"H3K4me3": {"num_reads": 6.116584298703639e-08}, "H3K27me3": {"num_reads": 1.7160318109740167e-07}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 2.3333333333333333e-07}, "H3K36me3": {"num_reads": 1.1503724273214832e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 3.3333333333333334e-08}, "H3K27me3": {"num_reads": 6.333333333333333e-07}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 4e-07}, "H3K36me3": {"num_reads": 2e-07}}, "E117": {"H3K4me3": {"num_reads": 2e-07}, "H3K27me3": {"num_reads": 9.333333333333333e-07}, "H3K4me1": {"num_reads": 3.3333333333333335e-07}, "H3K9me3": {"num_reads": 3.3333333333333335e-07}, "H3K36me3": {"num_reads": 1.6666666666666668e-07}}, "E116": {"H3K4me3": {"num_reads": 2.6666666666666667e-07}, "H3K27me3": {"num_reads": 2.6666666666666667e-07}, "H3K4me1": {"num_reads": 3.3333333333333335e-07}, "H3K9me3": {"num_reads": 2e-07}, "H3K36me3": {"num_reads": 2.758244173473515e-07}}, "location": 15583166, "E113": {"H3K4me3": {"num_reads": 5.908802478955357e-08}, "H3K27me3": {"num_reads": 5.17534991187673e-07}, "H3K4me1": {"num_reads": 8.762893283031989e-08}, "H3K9me3": {"num_reads": 1.399965826834167e-07}, "H3K36me3": {"num_reads": 9.953371440811231e-08}}, "E112": {"H3K4me3": {"num_reads": 7.505040197370549e-08}, "H3K27me3": {"num_reads": 2.227937045777014e-07}, "H3K4me1": {"num_reads": 1.9175462771030784e-07}, "H3K9me3": {"num_reads": 1.5262237481407257e-07}, "H3K36me3": {"num_reads": 3.0543556180137343e-07}}, "read_dir": -1, "gene": "ENSG00000188992.6", "E119": {"H3K4me3": {"num_reads": 1.1274474912000845e-07}, "H3K27me3": {"num_reads": 5.745172491143817e-07}, "H3K4me1": {"num_reads": 1.6666666666666668e-07}, "H3K9me3": {"num_reads": 1.7306396657650227e-07}, "H3K36me3": {"num_reads": 2.700992171660369e-07}}, "E118": {"H3K4me3": {"num_reads": 1.2233168597407278e-07}, "H3K27me3": {"num_reads": 3.08885725975323e-07}, "H3K4me1": {"num_reads": 6.666666666666667e-08}, "H3K9me3": {"num_reads": 1.6666666666666668e-07}, "H3K36me3": {"num_reads": 2.3007448546429665e-07}}}
{"chrom": "chr21", "E114": {"H3K4me3": {"num_reads": 4.133333333333333e-06}, "H3K27me3": {"num_reads": 9.333333333333333e-07}, "H3K4me1": {"num_reads": 7e-07}, "H3K9me3": {"num_reads": 3.3333333333333335e-07}, "H3K36me3": {"num_reads": 2.3333333333333333e-07}}, "E117": {"H3K4me3": {"num_reads": 4.6666666666666666e-07}, "H3K27me3": {"num_reads": 7e-07}, "H3K4me1": {"num_reads": 1e-07}, "H3K9me3": {"num_reads": 1e-07}, "H3K36me3": {"num_reads": 1e-07}}, "E116": {"H3K4me3": {"num_reads": 3.066666666666667e-06}, "H3K27me3": {"num_reads": 5e-07}, "H3K4me1": {"num_reads": 1e-06}, "H3K9me3": {"num_reads": 5e-07}, "H3K36me3": {"num_reads": 2.758244173473515e-07}}, "location": 15588466, "E113": {"H3K4me3": {"num_reads": 2.599873090740357e-06}, "H3K27me3": {"num_reads": 4.5284311728921384e-07}, "H3K4me1": {"num_reads": 1.3144339924547984e-06}, "H3K9me3": {"num_reads": 1.1199726614673336e-06}, "H3K36me3": {"num_reads": 3.483680004283931e-07}}, "E112": {"H3K4me3": {"num_reads": 1.1670337506911204e-05}, "H3K27me3": {"num_reads": 1.03970395469594e-06}, "H3K4me1": {"num_reads": 1.0866095570250778e-06}, "H3K9me3": {"num_reads": 5.34178311849254e-07}, "H3K36me3": {"num_reads": 4.963327879272318e-07}}, "read_dir": 1, "gene": "ENSG00000185272.9", "E119": {"H3K4me3": {"num_reads": 9.545722092160714e-06}, "H3K27me3": {"num_reads": 4.4684674931118574e-07}, "H3K4me1": {"num_reads": 1.0666666666666667e-06}, "H3K9me3": {"num_reads": 1.1537597771766817e-07}, "H3K36me3": {"num_reads": 1.0803968686641476e-07}}, "E118": {"H3K4me3": {"num_reads": 4.893267438962911e-06}, "H3K27me3": {"num_reads": 8.580159054870082e-07}, "H3K4me1": {"num_reads": 5e-07}, "H3K9me3": {"num_reads": 2.3333333333333333e-07}, "H3K36me3": {"num_reads": 1.7255586409822248e-07}}}
